SYMBOL	ENSID	CGC	CHROMOSOME	STRAND	LENGTH	TOTAL_MUT	CLUSTERED_MUT	CLUSTERS	SIM_CLUSTERS	SCORE	P_EMPIRICAL	Q_EMPIRICAL	P_ANALYTICAL	Q_ANALYTICAL	P_TOPCLUSTER	Q_TOPCLUSTER
SUGP1	ENSG00000105705	False	19	-	2063	0										
MAU2	ENSG00000129933	False	19	+	1866	0										
GATAD2A	ENSG00000167491	False	19	+	1902	0										
TSSK6	ENSG00000178093	False	19	-	819	1										
NDUFA13	ENSG00000186010	False	19	+	1102	1										
YJEFN3	ENSG00000250067	False	19	+	1340	1										
CTC-260F20.3	ENSG00000258674	False	19	+	819	0										
PBX4	ENSG00000105717	False	19	-	1122	1										
LPAR2	ENSG00000064547	False	19	-	1053	0										
GMIP	ENSG00000089639	False	19	-	2910	0										
ATP13A1	ENSG00000105726	False	19	-	3806	0										
ZNF101	ENSG00000181896	False	19	+	1308	0										
ZNF14	ENSG00000105708	False	19	-	1926	0										
ZNF506	ENSG00000081665	False	19	-	1584	1										
ZNF253	ENSG00000256771	False	19	+	1497	0										
ZNF93	ENSG00000184635	False	19	+	2134	0										
AC007204.1	ENSG00000268461	False	19	-	237	0										
ZNF682	ENSG00000197124	False	19	-	1607	0										
ZNF90	ENSG00000213988	False	19	+	1803	1										
ZNF486	ENSG00000256229	False	19	+	1520	1										
ZNF737	ENSG00000237440	False	19	-	1841	0										
ZNF626	ENSG00000188171	False	19	-	1634	0										
ZNF66	ENSG00000160229	False	19	+	2341	0										
ZNF85	ENSG00000105750	False	19	+	2170	1										
ZNF430	ENSG00000118620	False	19	+	1912	0										
ZNF714	ENSG00000160352	False	19	+	1962	1										
ZNF431	ENSG00000196705	False	19	+	1941	0										
ZNF708	ENSG00000182141	False	19	-	1689	0										
ZNF738	ENSG00000172687	False	19	+	619	0										
ZNF493	ENSG00000196268	False	19	+	2521	1										
ZNF100	ENSG00000197020	False	19	-	1772	0										
ZNF43	ENSG00000198521	False	19	-	2468	1										
ZNF257	ENSG00000197134	False	19	+	1891	0										
ZNF676	ENSG00000196109	False	19	-	1764	1										
ZNF729	ENSG00000196350	False	19	+	3756	0										
ZNF98	ENSG00000197360	False	19	-	2039	1										
ZNF492	ENSG00000229676	False	19	+	1593	0										
ZNF728	ENSG00000269067	False	19	-	2033	1										
ZNF730	ENSG00000183850	False	19	+	1636	1										
ZNF724P	ENSG00000196081	False	19	-	1862	0										
ZNF91	ENSG00000167232	False	19	-	3686	0										
ZNF675	ENSG00000197372	False	19	-	2050	1										
RPSAP58	ENSG00000205246	False	19	+	885	0										
ZNF726	ENSG00000213967	False	19	+	2375	0										
ZNF254	ENSG00000213096	False	19	+	1997	0										
UQCRFS1	ENSG00000169021	False	19	-	822	0										
VSTM2B	ENSG00000187135	False	19	+	855	0										
POP4	ENSG00000105171	False	19	+	754	1										
PLEKHF1	ENSG00000166289	False	19	+	837	0										
C19orf12	ENSG00000131943	False	19	-	456	0										
AC020952.1	ENSG00000268953	False	19	+	393	0										
ZNF507	ENSG00000168813	False	19	+	2871	1										
AC007773.3	ENSG00000269093	False	19	+	69	0										
DPY19L3	ENSG00000178904	False	19	+	2269	1										
PDCD5	ENSG00000105185	False	19	+	504	0										
ANKRD27	ENSG00000105186	False	19	-	3201	1										
RGS9BP	ENSG00000186326	False	19	+	705	0										
NUDT19	ENSG00000213965	False	19	+	1125	1										
TDRD12	ENSG00000173809	False	19	+	3534	0										
SLC7A9	ENSG00000021488	False	19	-	1461	0										
C19orf40	ENSG00000131944	False	19	+	645	1										
RHPN2	ENSG00000131941	False	19	-	2058	0										
GPATCH1	ENSG00000076650	False	19	+	2793	0										
WDR88	ENSG00000166359	False	19	+	1456	0										
SLC7A10	ENSG00000130876	False	19	-	1569	1										
CEBPG	ENSG00000153879	False	19	+	450	0										
PEPD	ENSG00000124299	False	19	-	1545	0										
CHST8	ENSG00000124302	False	19	+	1272	1										
KCTD15	ENSG00000153885	False	19	+	957	0										
KIAA0355	ENSG00000166398	False	19	+	3210	1										
RP11-618P17.4	ENSG00000266953	False	19	+	718	0										
PDCD2L	ENSG00000126249	False	19	+	1074	1										
UBA2	ENSG00000126261	False	19	+	1920	1										
WTIP	ENSG00000142279	False	19	+	1962	0										
SCGB2B2	ENSG00000205209	False	19	-	288	0										
ZNF181	ENSG00000197841	False	19	+	1845	0										
ZNF599	ENSG00000153896	False	19	-	1813	0										
ZNF30	ENSG00000168661	False	19	+	1887	0										
ZNF792	ENSG00000180884	False	19	-	1896	0										
GRAMD1A	ENSG00000089351	False	19	+	2531	1										
SCN1B	ENSG00000105711	False	19	+	1010	0										
HPN	ENSG00000105707	False	19	+	1251	0										
AC020907.1	ENSG00000179066	False	19	+	444	0										
FXYD3	ENSG00000089356	False	19	+	684	1										
LGI4	ENSG00000153902	False	19	-	1942	0										
FXYD1	ENSG00000266964	False	19	+	369	0										
FXYD7	ENSG00000221946	False	19	+	351	0										
FXYD5	ENSG00000089327	False	19	+	797	0										
FAM187B	ENSG00000177558	False	19	-	1107	0										
LSR	ENSG00000105699	False	19	+	2090	1										
USF2	ENSG00000105698	False	19	+	1522	0										
HAMP	ENSG00000105697	False	19	+	252	0										
MAG	ENSG00000105695	False	19	+	1908	0										
CD22	ENSG00000012124	False	19	+	2541	0										
FFAR1	ENSG00000126266	False	19	+	900	0										
FFAR3	ENSG00000185897	False	19	+	1038	0										
GPR42	ENSG00000126251	False	19	+	1038	0										
FFAR2	ENSG00000126262	False	19	+	990	1										
KRTDAP	ENSG00000188508	False	19	-	297	0										
DMKN	ENSG00000161249	False	19	-	1847	1										
SBSN	ENSG00000189001	False	19	-	1770	0										
GAPDHS	ENSG00000105679	False	19	+	1224	0										
TMEM147	ENSG00000105677	False	19	+	673	0										
RBM42	ENSG00000126254	False	19	+	1440	0										
ETV2	ENSG00000105672	False	19	+	1194	0										
COX6B1	ENSG00000126267	False	19	+	258	0										
UPK1A	ENSG00000105668	False	19	+	872	0										
ZBTB32	ENSG00000011590	False	19	+	1461	0										
IGFLR1	ENSG00000126246	False	19	-	1065	1										
U2AF1L4	ENSG00000161265	False	19	-	781	0										
PSENEN	ENSG00000205155	False	19	+	428	0										
LIN37	ENSG00000267796	False	19	+	739	0										
HSPB6	ENSG00000004776	False	19	-	568	0										
C19orf55	ENSG00000167595	False	19	+	1515	1										
ARHGAP33	ENSG00000004777	False	19	+	3936	0										
NPHS1	ENSG00000161270	False	19	-	3723	1										
KIRREL2	ENSG00000126259	False	19	+	2168	0										
APLP1	ENSG00000105290	False	19	+	2112	0										
NFKBID	ENSG00000167604	False	19	-	1557	0										
HCST	ENSG00000126264	False	19	+	279	0										
TYROBP	ENSG00000011600	False	19	-	432	1										
LRFN3	ENSG00000126243	False	19	+	1884	0										
SDHAF1	ENSG00000205138	False	19	+	345	0										
SYNE4	ENSG00000181392	False	19	-	1242	0										
ALKBH6	ENSG00000239382	False	19	-	798	0										
CLIP3	ENSG00000105270	False	19	-	1641	0										
THAP8	ENSG00000161277	False	19	-	822	0										
WDR62	ENSG00000075702	False	19	+	4731	1										
OVOL3	ENSG00000105261	False	19	+	825	0										
POLR2I	ENSG00000105258	False	19	-	375	0										
TBCB	ENSG00000105254	False	19	+	870	0										
CAPNS1	ENSG00000126247	False	19	+	1081	0										
COX7A1	ENSG00000161281	False	19	-	237	0										
ZNF565	ENSG00000196357	False	19	-	1617	0										
ZNF146	ENSG00000167635	False	19	+	876	0										
ZFP14	ENSG00000142065	False	19	-	1607	0										
ZFP82	ENSG00000181007	False	19	-	1790	0										
ZNF566	ENSG00000186017	False	19	-	1331	0										
ZNF260	ENSG00000254004	False	19	-	1236	0										
ZNF529	ENSG00000186020	False	19	-	1894	0										
ZNF382	ENSG00000161298	False	19	+	1659	1										
ZNF461	ENSG00000197808	False	19	-	1689	0										
ZNF567	ENSG00000189042	False	19	+	1973	1										
ZNF850	ENSG00000267041	False	19	-	3287	0										
CTD-2162K18.4	ENSG00000267260	False	19	+	258	0										
ZNF790	ENSG00000197863	False	19	-	1908	1										
ZNF345	ENSG00000251247	False	19	+	1643	1										
ZNF829	ENSG00000185869	False	19	-	1539	0										
ZNF568	ENSG00000198453	False	19	+	3587	0										
ZNF420	ENSG00000197050	False	19	+	2261	0										
CTC-454I21.3	ENSG00000267360	False	19	-	359	0										
ZNF383	ENSG00000188283	False	19	+	1425	0										
HKR1	ENSG00000181666	False	19	+	2689	0										
ZNF527	ENSG00000189164	False	19	+	2011	0										
ZNF570	ENSG00000171827	False	19	+	1776	0										
ZNF793	ENSG00000188227	False	19	+	1419	0										
ZNF571	ENSG00000180479	False	19	-	2135	0										
ZNF540	ENSG00000171817	False	19	+	1983	0										
ZFP30	ENSG00000120784	False	19	-	1602	0										
ZNF781	ENSG00000196381	False	19	-	981	1										
ZNF607	ENSG00000198182	False	19	-	2088	0										
ZNF573	ENSG00000189144	False	19	-	2161	0										
WDR87	ENSG00000171804	False	19	-	8736	0										
DPF1	ENSG00000011332	False	19	-	1304	0										
PPP1R14A	ENSG00000167641	False	19	-	542	0										
SPINT2	ENSG00000167642	False	19	+	909	0										
CTB-102L5.4	ENSG00000267748	False	19	+	546	0										
C19orf33	ENSG00000167644	False	19	+	377	0										
YIF1B	ENSG00000167645	False	19	-	1057	0										
KCNK6	ENSG00000099337	False	19	+	939	0										
CATSPERG	ENSG00000099338	False	19	+	3710	1										
PSMD8	ENSG00000099341	False	19	+	1295	0										
GGN	ENSG00000179168	False	19	-	1956	0										
SPRED3	ENSG00000188766	False	19	+	1539	0										
FAM98C	ENSG00000130244	False	19	+	1166	0										
RASGRP4	ENSG00000171777	False	19	-	2019	0										
MAP4K1	ENSG00000104814	False	19	-	2673	1										
EIF3K	ENSG00000178982	False	19	+	875	0										
ACTN4	ENSG00000130402	False	19	+	2927	0										
CAPN12	ENSG00000182472	False	19	-	2157	0										
LGALS7	ENSG00000205076	False	19	-	408	0										
LGALS7B	ENSG00000178934	False	19	+	408	0										
LGALS4	ENSG00000171747	False	19	-	969	0										
ECH1	ENSG00000104823	False	19	-	1118	0										
AC104534.3	ENSG00000268083	False	19	-	963	0										
HNRNPL	ENSG00000104824	False	19	-	1916	0										
RINL	ENSG00000187994	False	19	-	1778	0										
SIRT2	ENSG00000068903	False	19	-	1168	0										
NFKBIB	ENSG00000104825	False	19	+	1113	1										
CTC-360G5.1	ENSG00000262484	False	19	-	804	0										
SARS2	ENSG00000104835	False	19	-	1973	0										
CTC-360G5.8	ENSG00000269547	False	19	-	1762	0										
MRPS12	ENSG00000128626	False	19	+	414	0										
FBXO17	ENSG00000269190	False	19	-	846	0										
FBXO27	ENSG00000161243	False	19	-	1058	0										
PAPL	ENSG00000183760	False	19	+	1314	1										
PAK4	ENSG00000130669	False	19	+	1887	0										
NCCRP1	ENSG00000188505	False	19	+	825	0										
SYCN	ENSG00000179751	False	19	-	402	0										
IFNL3	ENSG00000197110	False	19	-	588	0										
IFNL2	ENSG00000183709	False	19	+	600	1										
IFNL1	ENSG00000182393	False	19	+	600	1										
LRFN1	ENSG00000128011	False	19	-	2313	1										
GMFG	ENSG00000130755	False	19	-	484	0										
SAMD4B	ENSG00000179134	False	19	+	2131	0										
PAF1	ENSG00000006712	False	19	-	1747	0										
MED29	ENSG00000063322	False	19	+	744	0										
ZFP36	ENSG00000128016	False	19	+	1239	1										
PLEKHG2	ENSG00000090924	False	19	+	4283	1										
RPS16	ENSG00000105193	False	19	-	538	0										
AC011500.1	ENSG00000213922	False	19	+	468	0										
SUPT5H	ENSG00000196235	False	19	+	3261	0										
TIMM50	ENSG00000105197	False	19	+	1460	0										
DLL3	ENSG00000090932	False	19	+	1857	0										
SELV	ENSG00000186838	False	19	+	1050	0										
EID2B	ENSG00000176401	False	19	-	483	1										
EID2	ENSG00000176396	False	19	-	708	0										
LGALS13	ENSG00000105198	False	19	+	417	0										
LGALS16	ENSG00000249861	False	19	+	426	0										
LGALS14	ENSG00000006659	False	19	+	546	0										
CLC	ENSG00000105205	False	19	-	426	0										
LEUTX	ENSG00000213921	False	19	+	504	0										
DYRK1B	ENSG00000105204	False	19	-	1926	0										
FBL	ENSG00000105202	False	19	-	964	0										
PSMC4	ENSG00000013275	False	19	+	1254	0										
ZNF780B	ENSG00000128000	False	19	-	2502	1										
ZNF780A	ENSG00000197782	False	19	-	2094	0										
MAP3K10	ENSG00000130758	False	19	+	2862	1										
TTC9B	ENSG00000174521	False	19	-	717	0										
CNTD2	ENSG00000105219	False	19	-	1126	1										
C19orf47	ENSG00000160392	False	19	-	1275	0										
HIPK4	ENSG00000160396	False	19	-	1848	0										
SERTAD1	ENSG00000197019	False	19	-	708	0										
SERTAD3	ENSG00000167565	False	19	-	588	0										
BLVRB	ENSG00000090013	False	19	-	618	0										
LTBP4	ENSG00000090006	False	19	+	5206	1										
NUMBL	ENSG00000105245	False	19	-	1827	0										
ADCK4	ENSG00000123815	False	19	-	1632	0										
ITPKC	ENSG00000086544	False	19	+	2049	0										
C19orf54	ENSG00000188493	False	19	-	1238	0										
SNRPA	ENSG00000077312	False	19	+	846	0										
MIA	ENSG00000261857	False	19	+	393	0										
RAB4B	ENSG00000167578	False	19	+	639	0										
EGLN2	ENSG00000269858	False	19	+	1307	0										
CYP2A6	ENSG00000255974	False	19	-	1482	1										
CYP2A7	ENSG00000198077	False	19	-	1492	1										
CYP2B6	ENSG00000197408	False	19	+	1524	0										
CYP2A13	ENSG00000197838	False	19	+	1482	0										
CYP2F1	ENSG00000197446	False	19	+	1520	1										
CYP2S1	ENSG00000167600	False	19	+	1512	0										
AXL	ENSG00000167601	False	19	+	2682	1										
HNRNPUL1	ENSG00000105323	False	19	+	2626	0										
TGFB1	ENSG00000105329	False	19	-	1227	0										
CCDC97	ENSG00000142039	False	19	+	1240	0										
TMEM91	ENSG00000142046	False	19	+	811	1										
B9D2	ENSG00000123810	False	19	-	525	0										
BCKDHA	ENSG00000248098	False	19	+	1828	1										
CTC-435M10.3	ENSG00000255730	False	19	+	1437	1										
EXOSC5	ENSG00000077348	False	19	-	787	0										
B3GNT8	ENSG00000177191	False	19	-	1191	0										
ATP5SL	ENSG00000105341	False	19	-	825	0										
C19orf69	ENSG00000204978	False	19	+	390	0										
CEACAM21	ENSG00000007129	False	19	+	919	0										
CEACAM4	ENSG00000105352	False	19	-	831	0										
CEACAM7	ENSG00000007306	False	19	-	795	0										
CEACAM5	ENSG00000105388	False	19	+	2106	0										
CEA	ENSG00000267881	False	19	+	596	0										
CEACAM6	ENSG00000086548	False	19	+	1032	0										
CEACAM3	ENSG00000170956	False	19	+	756	1										
LYPD4	ENSG00000183103	False	19	-	777	0										
DMRTC2	ENSG00000142025	False	19	+	1254	0										
RPS19	ENSG00000105372	False	19	+	529	0										
ARHGEF1	ENSG00000076928	False	19	+	3806	0										
RABAC1	ENSG00000105404	False	19	-	555	0										
GRIK5	ENSG00000105737	False	19	-	3369	1										
ZNF574	ENSG00000105732	False	19	+	2958	0										
POU2F2	ENSG00000028277	False	19	-	2423	0										
DEDD2	ENSG00000160570	False	19	-	1001	0										
ZNF526	ENSG00000167625	False	19	+	2010	0										
GSK3A	ENSG00000105723	False	19	-	1486	0										
AC006486.9	ENSG00000268643	False	19	-	501	0										
AC006486.1	ENSG00000204957	False	19	+	453	0										
ERF	ENSG00000105722	False	19	-	1644	0										
PAFAH1B3	ENSG00000079462	False	19	-	693	0										
PRR19	ENSG00000188368	False	19	+	1153	0										
TMEM145	ENSG00000167619	False	19	+	1904	1										
CNFN	ENSG00000105427	False	19	-	336	0										
LIPE	ENSG00000079435	False	19	-	3383	0										
CXCL17	ENSG00000189377	False	19	-	357	0										
CEACAM1	ENSG00000079385	False	19	-	1764	0										
CEACAM8	ENSG00000124469	False	19	-	1047	1										
PSG1	ENSG00000231924	False	19	-	1341	1										
PSG11	ENSG00000243130	False	19	-	1284	1										
PSG2	ENSG00000242221	False	19	-	1005	0										
PSG5	ENSG00000204941	False	19	-	1319	0										
PSG4	ENSG00000243137	False	19	-	1532	1										
PSG9	ENSG00000183668	False	19	-	1534	1										
TEX101	ENSG00000131126	False	19	+	801	1										
LYPD3	ENSG00000124466	False	19	-	1038	0										
PHLDB3	ENSG00000176531	False	19	-	1932	1										
ETHE1	ENSG00000105755	False	19	-	830	0										
ZNF575	ENSG00000176472	False	19	+	1032	0										
XRCC1	ENSG00000073050	False	19	-	1971	0										
L34079.2	ENSG00000268361	False	19	-	393	0										
PINLYP	ENSG00000234465	False	19	+	612	0										
IRGQ	ENSG00000167378	False	19	-	1869	0										
ZNF576	ENSG00000124444	False	19	+	510	1										
ZNF428	ENSG00000131116	False	19	-	663	0										
SRRM5	ENSG00000226763	False	19	+	2190	0										
CADM4	ENSG00000105767	False	19	-	1164	0										
PLAUR	ENSG00000011422	False	19	-	1217	0										
IRGC	ENSG00000124449	False	19	+	1500	0										
SMG9	ENSG00000105771	False	19	-	1561	0										
KCNN4	ENSG00000104783	False	19	-	1376	1										
LYPD5	ENSG00000159871	False	19	-	753	0										
ZNF283	ENSG00000167637	False	19	+	2157	1										
ZNF404	ENSG00000176222	False	19	-	1659	0										
ZNF45	ENSG00000124459	False	19	-	2046	0										
ZNF221	ENSG00000159905	False	19	+	1851	0										
ZNF155	ENSG00000204920	False	19	+	1662	1										
ZNF230	ENSG00000159882	False	19	+	1454	0										
ZNF222	ENSG00000159885	False	19	+	1496	0										
ZNF223	ENSG00000178386	False	19	+	1478	0										
ZNF284	ENSG00000186026	False	19	+	1779	0										
ZNF225	ENSG00000256294	False	19	+	2156	0										
ZNF234	ENSG00000263002	False	19	+	2100	0										
ZNF226	ENSG00000167380	False	19	+	2488	0										
ZNF227	ENSG00000131115	False	19	+	2458	0										
ZNF235	ENSG00000159917	False	19	-	2503	0										
ZNF233	ENSG00000159915	False	19	+	2679	0										
ZNF112	ENSG00000062370	False	19	-	2790	1										
CTC-512J12.6	ENSG00000267173	False	19	-	477	0										
ZNF285	ENSG00000267508	False	19	-	1791	0										
ZNF229	ENSG00000167383	False	19	-	2475	0										
ZNF180	ENSG00000167384	False	19	-	2203	1										
IGSF23	ENSG00000216588	False	19	+	821	0										
PVR	ENSG00000073008	False	19	+	1277	0										
CEACAM19	ENSG00000186567	False	19	+	900	0										
CEACAM16	ENSG00000213892	False	19	+	1275	0										
PVRL2	ENSG00000130202	False	19	+	2009	0										
TOMM40	ENSG00000130204	False	19	+	1125	0										
APOE	ENSG00000130203	False	19	+	1029	0										
APOC1	ENSG00000130208	False	19	+	394	0										
APOC4-APOC2	ENSG00000224916	False	19	+	534	0										
APOC4	ENSG00000267467	False	19	+	382	0										
APOC2	ENSG00000234906	False	19	+	304	0										
CTB-129P6.11	ENSG00000267114	False	19	-	228	0										
CLPTM1	ENSG00000104853	False	19	+	2247	0										
RELB	ENSG00000104856	False	19	+	1739	0										
CLASRP	ENSG00000104859	False	19	+	2104	0										
ZNF296	ENSG00000170684	False	19	-	1425	0										
GEMIN7	ENSG00000142252	False	19	+	393	0										
PPP1R37	ENSG00000104866	False	19	+	2073	0										
NKPD1	ENSG00000179846	False	19	-	2496	0										
TRAPPC6A	ENSG00000007255	False	19	-	519	0										
AC006126.3	ENSG00000266958	False	19	+	282	0										
EXOC3L2	ENSG00000130201	False	19	-	1227	0										
MARK4	ENSG00000007047	False	19	+	2336	0										
CKM	ENSG00000104879	False	19	-	1143	1										
L47234.1	ENSG00000268341	False	19	+	192	0										
PPP1R13L	ENSG00000104881	False	19	-	2688	0										
CD3EAP	ENSG00000117877	False	19	+	1536	0										
ERCC1	ENSG00000012061	False	19	-	1017	0										
FOSB	ENSG00000125740	False	19	+	1098	0										
RTN2	ENSG00000125744	False	19	-	1635	1										
PPM1N	ENSG00000213889	False	19	+	1720	0										
VASP	ENSG00000125753	False	19	+	1140	0										
OPA3	ENSG00000125741	False	19	-	935	0										
GPR4	ENSG00000177464	False	19	-	1086	0										
EML2	ENSG00000125746	False	19	-	3075	0										
AC006132.1	ENSG00000267757	False	19	+	312	0										
GIPR	ENSG00000010310	False	19	+	1461	0										
SNRPD2	ENSG00000125743	False	19	-	380	0										
QPCTL	ENSG00000011478	False	19	+	1146	0										
FBXO46	ENSG00000177051	False	19	-	1809	0										
AC074212.3	ENSG00000237452	False	19	+	1914	0										
SIX5	ENSG00000177045	False	19	-	2217	0										
DMPK	ENSG00000104936	False	19	-	2370	0										
AC011530.4	ENSG00000268434	False	19	-	397	0										
DMWD	ENSG00000185800	False	19	-	2544	0										
SYMPK	ENSG00000125755	False	19	-	3822	0										
FOXA3	ENSG00000170608	False	19	+	1050	0										
IRF2BP1	ENSG00000170604	False	19	-	1752	0										
MYPOP	ENSG00000176182	False	19	-	1197	0										
NANOS2	ENSG00000188425	False	19	-	414	1										
NOVA2	ENSG00000104967	False	19	-	1476	0										
CCDC61	ENSG00000104983	False	19	+	1707	1										
PGLYRP1	ENSG00000008438	False	19	-	588	0										
IGFL4	ENSG00000204869	False	19	-	372	0										
IGFL3	ENSG00000188624	False	19	-	375	0										
IGFL2	ENSG00000204866	False	19	+	409	0										
IGFL1	ENSG00000188293	False	19	+	330	0										
PPP5C	ENSG00000011485	False	19	+	1497	1										
PNMAL1	ENSG00000182013	False	19	-	1339	0										
PPP5D1	ENSG00000230510	False	19	-	567	0										
PNMAL2	ENSG00000204851	False	19	-	2008	1										
AC011484.1	ENSG00000204850	False	19	+	609	1										
AC011551.3	ENSG00000268423	False	19	-	378	0										
CALM3	ENSG00000160014	False	19	+	450	0										
PTGIR	ENSG00000160013	False	19	-	1278	0										
GNG8	ENSG00000167414	False	19	-	210	0										
DACT3	ENSG00000197380	False	19	-	1931	0										
PRKD2	ENSG00000105287	False	19	-	2672	1										
STRN4	ENSG00000090372	False	19	-	2404	0										
FKRP	ENSG00000181027	False	19	+	1485	0										
SLC1A5	ENSG00000105281	False	19	-	1748	1										
AP2S1	ENSG00000042753	False	19	-	528	0										
ARHGAP35	ENSG00000160007	False	19	+	4497	0										
NPAS1	ENSG00000130751	False	19	+	1773	0										
TMEM160	ENSG00000130748	False	19	-	564	0										
ZC3H4	ENSG00000130749	False	19	-	3909	1										
SAE1	ENSG00000142230	False	19	+	1114	0										
BBC3	ENSG00000105327	False	19	-	783	0										
CCDC9	ENSG00000105321	False	19	+	1593	0										
PRR24	ENSG00000257704	False	19	+	426	0										
C5AR1	ENSG00000197405	False	19	+	1050	1										
C5AR2	ENSG00000134830	False	19	+	1011	1										
DHX34	ENSG00000134815	False	19	+	3429	0										
MEIS3	ENSG00000105419	False	19	-	1815	0										
SLC8A2	ENSG00000118160	False	19	-	2763	1										
KPTN	ENSG00000118162	False	19	-	1308	0										
NAPA	ENSG00000105402	False	19	-	915	0										
ZNF541	ENSG00000118156	False	19	-	4095	0										
GLTSCR1	ENSG00000063169	False	19	+	4680	0										
EHD2	ENSG00000024422	False	19	+	1629	0										
GLTSCR2	ENSG00000105373	False	19	+	1480	1										
SEPW1	ENSG00000178980	False	19	+	273	0										
TPRX1	ENSG00000178928	False	19	-	1524	0										
CRX	ENSG00000105392	False	19	+	897	0										
TPRX2P	ENSG00000259009	False	19	+	978	0										
SULT2A1	ENSG00000105398	False	19	-	855	0										
BSPH1	ENSG00000188334	False	19	-	396	0										
ELSPBP1	ENSG00000169393	False	19	+	669	0										
CABP5	ENSG00000105507	False	19	-	519	1										
PLA2G4C	ENSG00000105499	False	19	-	1751	0										
LIG1	ENSG00000105486	False	19	-	2757	1										
C19orf68	ENSG00000185453	False	19	+	1881	0										
CARD8	ENSG00000105483	False	19	-	1656	0										
ZNF114	ENSG00000178150	False	19	+	1389	1										
CCDC114	ENSG00000105479	False	19	-	2010	1										
EMP3	ENSG00000142227	False	19	+	546	1										
TMEM143	ENSG00000161558	False	19	-	1416	1										
SYNGR4	ENSG00000105467	False	19	+	778	0										
KDELR1	ENSG00000105438	False	19	-	703	0										
GRWD1	ENSG00000105447	False	19	+	1338	0										
KCNJ14	ENSG00000182324	False	19	+	1308	0										
CYTH2	ENSG00000105443	False	19	+	1380	1										
CTC-273B12.7	ENSG00000268465	False	19	+	293	0										
LMTK3	ENSG00000142235	False	19	-	4467	1										
SULT2B1	ENSG00000088002	False	19	+	1121	1										
FAM83E	ENSG00000105523	False	19	-	1434	0										
SPACA4	ENSG00000177202	False	19	+	372	0										
RPL18	ENSG00000063177	False	19	-	590	0										
SPHK2	ENSG00000063176	False	19	+	2541	1										
DBP	ENSG00000105516	False	19	-	999	0										
CA11	ENSG00000063180	False	19	-	1001	0										
NTN5	ENSG00000142233	False	19	-	1467	1										
FUT2	ENSG00000176920	False	19	+	1029	0										
MAMSTR	ENSG00000176909	False	19	-	1395	0										
RASIP1	ENSG00000105538	False	19	-	2889	1										
FUT1	ENSG00000174951	False	19	-	1095	0										
FGF21	ENSG00000105550	False	19	+	627	0										
BCAT2	ENSG00000105552	False	19	-	1434	1										
HSD17B14	ENSG00000087076	False	19	-	853	0										
PLEKHA4	ENSG00000105559	False	19	-	2337	1										
PPP1R15A	ENSG00000087074	False	19	+	2214	0										
TULP2	ENSG00000104804	False	19	-	1593	0										
NUCB1	ENSG00000104805	False	19	+	1442	0										
DHDH	ENSG00000104808	False	19	+	1002	1										
FTL	ENSG00000087086	False	19	+	525	0										
GYS1	ENSG00000104812	False	19	-	2386	0										
RUVBL2	ENSG00000183207	False	19	+	1389	0										
LHB	ENSG00000104826	False	19	-	423	0										
CGB	ENSG00000104827	False	19	-	495	0										
CTB-60B18.6	ENSG00000267335	False	19	-	425	0										
CGB2	ENSG00000104818	False	19	+	489	1										
CGB1	ENSG00000267631	False	19	-	474	0										
CGB5	ENSG00000189052	False	19	+	495	1										
CGB8	ENSG00000213030	False	19	-	495	0										
CGB7	ENSG00000196337	False	19	-	495	0										
NTF4	ENSG00000225950	False	19	-	1410	0										
KCNA7	ENSG00000104848	False	19	-	1368	0										
SNRNP70	ENSG00000104852	False	19	+	1316	0										
LIN7B	ENSG00000104863	False	19	+	756	0										
C19orf73	ENSG00000221916	False	19	-	387	0										
PPFIA3	ENSG00000177380	False	19	+	3582	0										
HRC	ENSG00000130528	False	19	-	2180	1										
SLC6A16	ENSG00000063127	False	19	-	2289	0										
CD37	ENSG00000104894	False	19	+	1356	0										
TEAD2	ENSG00000074219	False	19	-	1362	1										
DKKL1	ENSG00000104901	False	19	+	726	0										
CCDC155	ENSG00000161609	False	19	+	1686	0										
PTH2	ENSG00000142538	False	19	-	300	0										
CTD-3148I10.1	ENSG00000261949	False	19	+	1554	0										
SLC17A7	ENSG00000104888	False	19	-	1706	1										
PIH1D1	ENSG00000104872	False	19	-	1108	0										
ALDH16A1	ENSG00000161618	False	19	+	2406	1										
FLT3LG	ENSG00000090554	False	19	+	1161	0										
RPL13A	ENSG00000142541	False	19	+	633	0										
RPS11	ENSG00000142534	False	19	+	475	1										
hsa-mir-150	ENSG00000268000	False	19	+	831	0										
FCGRT	ENSG00000104870	False	19	+	1095	0										
RCN3	ENSG00000142552	False	19	+	1026	0										
NOSIP	ENSG00000142546	False	19	-	912	0										
PRRG2	ENSG00000126460	False	19	+	606	0										
PRR12	ENSG00000126464	False	19	+	6108	1										
RRAS	ENSG00000126458	False	19	-	654	0										
SCAF1	ENSG00000126461	False	19	+	3940	1										
IRF3	ENSG00000126456	False	19	-	1356	0										
PRMT1	ENSG00000126457	False	19	+	1179	0										
ADM5	ENSG00000224420	False	19	+	459	0										
CPT1C	ENSG00000169169	False	19	+	2458	0										
TSKS	ENSG00000126467	False	19	-	1839	0										
AP2A1	ENSG00000196961	False	19	+	2931	0										
FUZ	ENSG00000010361	False	19	-	1337	1										
MED25	ENSG00000104973	False	19	+	2410	0										
PTOV1	ENSG00000104960	False	19	+	1585	0										
